source,target,type,evidence
Nguyễn Trường Tộ,Tự Đức,ĐƯỢC_PHỤC_VỤ_BỞI,"Phân tích kỹ các ""điều trần"", chúng ta dễ dàng phát hiện tính ""không tưởng"" ở một số chủ trương của Nguyễn Trường Tộ - Ông nóng vội và nhất là ông không biết cơ chế của triều Tự Đức không bao giờ cho ..."
Nguyễn Trường Tộ,Trần Bạch Đằng,LIÊN_KẾT_TỚI,"Trích thêm ý kiến của nhà nghiên cứu Trần Bạch Đằng:  ...Tôi không đi vào khía cạnh ""đổi mới tư duy"" mà ông kiên trì, tôi chỉ muốn nhấn mạnh những kiến nghị vì lợi ích của đất nước, mà với tư cách một..."
Nguyễn Trường Tộ,Nguyễn Huệ Chi,LIÊN_KẾT_TỚI,"Nguyễn Huệ Chi thì:  Các bản điều trần của Nguyễn Trường Tộ đã nói lên rất rõ tấm lòng yêu nước thiết tha của ông. Ông tin tưởng vào triển vọng canh tân của Nhật Bản, đặt hết hy vọng vào thế hệ trẻ đư..."
Nguyễn Trường Tộ,Nguyễn Lộ Trạch,LIÊN_KẾT_TỚI,"Lòng người đã rời rạc, đã muốn chóng mất, thì dù có thành trì bằng kim loại, có ao nước sôi cũng phải bỏ mà chạy, ai ở đó chịu chết mà giữ cho!...   == Xem thêm == Phêrô Trương Bá Cần Nguyễn Lộ Trạch ..."
Nguyễn Trường Tộ,Gia Định,LÀ_ÔNG_BÀ_CỦA,"Đây là bài ""Hòa từ"" được sửa chữa lại (1863) Điều trần (7 tháng 5 năm 1863) Lục lợi từ (Kế hoạch làm cho dân giàu, tháng 6 năm 1864) Khai hoang từ (Bàn về việc khai hoang, tháng 2 năm 1865) Điều trần ..."
Nguyễn Trường Tộ,Gia Định,ĐỐI_THỦ_CỦA,"Trong bài ""Trần tình"" (viết xong ngày 7 tháng 5 năm 1863), Nguyễn Trường Tộ phân trần rằng: lúc bắt đầu khởi hấn (đầu năm 1859, tức lúc quân Pháp chuẩn bị tấn công thành Gia Định), quân Pháp có mời ôn..."
Nguyễn Trường Tộ,Nguyễn Bá Nghi,LIÊN_KẾT_TỚI,"Đáng chú ý có:  Hòa từ (Bàn về hòa) gửi tướng Nguyễn Bá Nghi (1861) Tế cấp luận (Bàn về những việc khẩn cấp, tháng 3 - 4 năm 1863, hiện chưa tìm thấy) Giáo môn luận (Bàn về việc tự do tôn giáo, 26 thá..."
Nguyễn Trường Tộ,Trần Tiễn Thành,LIÊN_KẾT_TỚI,Đầu năm 1864 ông lại gửi cho đại thần Trần Tiễn Thành một bản điều trần nữa (hiện thất lạc) để thuyết phục Triều đình Huế nên tạm hòa với Pháp và mở rộng bang giao.
Nguyễn Trường Tộ,Nguyễn Lân,LIÊN_KẾT_TỚI,"Năm 1943, giáo sư Từ Ngọc Nguyễn Lân đã đứng ra tổ chức, kêu gọi các cá nhân, tổ chức đóng góp công của để xây dựng lăng mộ cho Nguyễn Trường Tộ."
Nguyễn Trường Tộ,Bùi Chu,LÀ_CHA_CỦA,"Nguyễn Trường Tộ (chữ Hán: 阮長祚, 1830? – 1871), còn được gọi là Thầy Lân, là một danh sĩ, kiến trúc sư, và là nhà cải cách xã hội Việt Nam ở thế kỷ 19.   == Thân thế và sự nghiệp == Ông sinh ra trong m..."
Nguyễn Trường Tộ,Phan Thanh Giản,LIÊN_KẾT_TỚI,"Trong thời gian phái bộ Phan Thanh Giản ở Pháp về Sài Gòn chờ tàu để đi Huế (từ ngày 18 đến 24 tháng 3 năm 1864), ông đã đến tiếp xúc với các chánh phó sứ để thảo luận nhiều vấn đề liên quan đến việc ..."
Nguyễn Trường Tộ,Cao Ly,LIÊN_KẾT_TỚI,"Nhận thức được bối cảnh và khuynh hướng vận động chung của thế giới thời bấy giờ, Nguyễn Trường Tộ có những nhận định:  Ngày nay các nước Phương Tây đã bao chiếm suốt từ Tây Nam cho đến Đông Bắc, toàn..."
Nam Kỳ Lục tỉnh,Nam Kỳ,ĐỒNG_MINH_VỚI,"Tháng 4 năm 1870, chính quyền Pháp ở Nam Kỳ (đứng đầu là Thống đốc Nam Kỳ) cùng với triều đình vương quốc Cao Miên do Pháp bảo hộ (đứng đầu là vua Norodom I) bắt đầu đàm phán ký kết thỏa ước phân định..."
Nam Kỳ Lục tỉnh,Nam Kỳ,ĐƯỢC_PHỤC_VỤ_BỞI,"Ngày 9 tháng 11 năm 1864, Đô đốc De la Grandière chuyển chế độ hành chánh Nam Kỳ từ quân sự sang dân sự bằng việc thiết lập tòa ""Thượng thơ"" (Direction de L'Intérieur) cai quản 3 tỉnh miền Đông Nam Kỳ..."
Nam Kỳ Lục tỉnh,Thành phố Hồ Chí Minh,LIÊN_KẾT_TỚI,"Giới học giả trong và ngoài Việt Nam từng đưa ra nhiều cách lý giải khác nhau về xuất xứ tên gọi Cochinchine, nhưng vẫn chưa ngã ngũ.   == Bản đồ ==   == Xem thêm == Lịch sử hành chính Thành phố Hồ Ch..."
Nam Kỳ Lục tỉnh,Trương Đăng Quế,LIÊN_KẾT_TỚI,"Trong dân gian, còn chia thành 3 tỉnh miền Đông gồm Gia Định, Định Tường, Biên Hòa và 3 tỉnh miền Tây gồm Vĩnh Long, An Giang, Hà Tiên.   == Địa bàn Nam Kì Lục tỉnh 1836 ==  Năm Minh Mạng thứ 17 (1836..."
Nam Kỳ Lục tỉnh,Minh Mạng,LIÊN_KẾT_TỚI,"Nam Kì Lục tỉnh (南圻六省) hay Lục tỉnh (六省), là tên gọi của vùng Nam Bộ vào đầu thời nhà Nguyễn, tức là khoảng thời gian từ 2 năm 1831 và 1832 (cải cách hành chính của Minh Mạng) tới năm 1862 (khi Pháp c..."
Nam Kỳ Lục tỉnh,Nguyễn,LIÊN_KẾT_TỚI,"Nam Kì Lục tỉnh (南圻六省) hay Lục tỉnh (六省), là tên gọi của vùng Nam Bộ vào đầu thời nhà Nguyễn, tức là khoảng thời gian từ 2 năm 1831 và 1832 (cải cách hành chính của Minh Mạng) tới năm 1862 (khi Pháp c..."
Nam Kỳ Lục tỉnh,Gia Định Thành,LIÊN_KẾT_TỚI,Năm Nhâm Tuất (1802) vua Gia Long đổi phủ Gia Định thành trấn Gia Định; đến năm 1806 đổi tên trấn Gia Định ra Gia Định Thành (hay tổng trấn Gia Định) gồm 5 trấn:  Phan trấn Biên trấn Vĩnh trấn Định tr...
Nam Kỳ Lục tỉnh,Gia Định,LIÊN_KẾT_TỚI,"Vùng trước đó thuộc Campuchia, sáp nhập từng phần vào Đàng Trong bắt đầu từ năm 1658 đến năm 1760 thì hoàn tất.   == Sự hình thành Lục tỉnh ==  Theo Đại Nam nhất thống chí của Quốc sử quán (nhà Nguyễn..."
Nam Kỳ Lục tỉnh,Gia Long,LIÊN_KẾT_TỚI,Năm Nhâm Tuất (1802) vua Gia Long đổi phủ Gia Định thành trấn Gia Định; đến năm 1806 đổi tên trấn Gia Định ra Gia Định Thành (hay tổng trấn Gia Định) gồm 5 trấn:  Phan trấn Biên trấn Vĩnh trấn Định tr...
Nam Kỳ Lục tỉnh,Bắc Kỳ,LIÊN_KẾT_TỚI,"Chính quyền Pháp bỏ tên Lục tỉnh nhưng còn giữ lại hai chữ Nam Kỳ, gọi là Cochinchine, phân biệt với Bắc Kỳ là Tonkin, Trung Kỳ là Annam."
Nam Kỳ Lục tỉnh,Nguyễn Phúc Chu,LIÊN_KẾT_TỚI,"Vùng trước đó thuộc Campuchia, sáp nhập từng phần vào Đàng Trong bắt đầu từ năm 1658 đến năm 1760 thì hoàn tất.   == Sự hình thành Lục tỉnh ==  Theo Đại Nam nhất thống chí của Quốc sử quán (nhà Nguyễn..."
Ngô Côn,Hoàng Sùng Anh,LIÊN_KẾT_TỚI,"Các thủ lĩnh cũ của Ngô Lăng Vân cũng theo về lại như Hoàng Sùng Anh, Lưu Vĩnh Phúc..."
Ngô Côn,Ngô Á Chung,CHỈ_HUY_CỦA,"Ngô Lăng Vân đành để cho Ngô Á Chung ở lại Lũng La phòng thủ, còn mình chỉ huy quân sĩ mở đường máu thoát ra ngoài để tìm viện quân."
Ngô Côn,Ngô Á Chung,ĐỐI_THỦ_CỦA,"Mãi đến tháng 6 năm 1868, quân Thanh dốc toàn lực tấn công lực lượng của Ngô Á Chung."
Ngô Côn,Cao Bằng,LIÊN_KẾT_TỚI,"Thậm chí, Ngô Á Chung còn dẫn quân tràn sang biên giới Đại Nam, cướp bóc, thậm chí tập kích các đồn trại của quân Đại Nam tại 2 tỉnh Lạng Sơn và Cao Bằng."
Ngô Côn,Ngô Lăng Vân,KẾ_NHIỆM_CỦA,"Ngô Côn (tiếng Trung: 吴鯤, ? – 1869) là một thủ lĩnh thổ phỉ người dân tộc Tráng, người kế vị thủ lĩnh của cha mình là Ngô Lăng Vân trong vai trò Quốc vương của nhà nước Đình Lăng."
Ngô Côn,Ngô Lăng Vân,CHỈ_HUY_CỦA,"Ngô Lăng Vân đành để cho Ngô Á Chung ở lại Lũng La phòng thủ, còn mình chỉ huy quân sĩ mở đường máu thoát ra ngoài để tìm viện quân."
Ngô Côn,Bắc Ninh,CHỈ_HUY_CỦA,Sử Việt viết là Ngô Á Chung bị quân Việt chỉ huy bởi Tổng đốc Bùi Tuấn và Tuần phủ Ông Ích Khiêm bắn chết tại Bắc Ninh.
Nam Kỳ lục tỉnh,Nam Kỳ Lục tỉnh,LIÊN_KẾT_TỚI,
Nguyễn Nhược Thị Bích,Tự Đức,PHỐI_NGẪU_VỚI,"Nguyễn Nhược Bích (chữ Hán: 阮鄀碧; 1830 – 1909), biểu tự Lang Hoàn (嫏嬛), phong hiệu Tam giai Lễ tần (三階禮嬪), là một phi tần của vua Tự Đức nhà Nguyễn."
Nguyễn Nhược Thị Bích,Tự Đức,LÀ_MẸ_CỦA,"Chính bởi vậy bà Tiệp dư được Tự Đức tin cậy, yêu mến, thường cho cùng đi trong những buổi vua đến vấn an mẹ và những cuộc trao đổi riêng với Hoàng thái hậu Từ Dụ về công việc trong triều, trong hoàng..."
Nguyễn Nhược Thị Bích,Nguyễn Văn Thị Hương,PHỐI_NGẪU_VỚI,"Hoàng trưởng tử Nguyễn Phúc Ưng Ái được giao cho Hoàng quý phi Vũ Thị Duyên nuôi dưỡng, còn hai Hoàng tử Ưng Kỷ được giao cho Thiện phi Nguyễn Thị Cẩm và Ưng Đăng giao cho Học phi Nguyễn Văn Thị Hương..."
Nguyễn Nhược Thị Bích,Dương Quảng Hàm,LIÊN_KẾT_TỚI,"Dương Quảng Hàm, Việt Nam văn học sử yếu."
Nguyễn Nhược Thị Bích,Nguyễn Văn Tường,LÀ_MẸ_CỦA,"Sau khi vua Tự Đức qua đời (1883), mọi ý chỉ sắc dụ của Lưỡng Tôn cung (chỉ Hoàng thái hậu Từ Dụ và Chính phi Trang Ý) đều do một tay bà soạn thảo.   === Chạy loạn === Trong thời kỳ ""tứ nguyệt tam vươ..."
Nguyễn Nhược Thị Bích,Đồng Khánh,ĐƯỢC_BỔ_NHIỆM_BỞI,"Ngoài ra, bà được cử làm thầy dạy [kinh điển và dạy tập nội đình] cho Đồng Khánh khi ông chưa lên ngôi."
Nguyễn Nhược Thị Bích,Đồng Khánh,LÀ_HỌC_TRÒ_CỦA,"Nhân sự kiện này, bà sáng tác bài Hạnh Thục ca (còn có tên Loan dư Hạnh thục quốc âm ca) bằng chữ Nôm kể lại sự kiện lịch sử ấy, mượn tích truyện vua Đường Huyền Tông ở Trung Quốc bỏ kinh đô, chạy vào..."
Nguyễn Nhược Thị Bích,Thành Thái,LÀ_MẸ_CỦA,"Năm Thành Thái thứ 4 (1892), bà được Thái hoàng thái hậu Từ Dụ di ý chỉ chiếu tấn làm Tam giai Lễ tần (三階禮嬪), đứng thứ ba trong hậu cung, lại được lưỡng cung thái hậu yêu chiều."
Nguyễn Nhược Thị Bích,Thành Thái,PHỐI_NGẪU_VỚI,"Hành trạng của bà được ghi chính thức vào Đại Nam Chính biên Liệt truyện, có thể xem là một vinh hiển rất cao đối với một phi tần triều Nguyễn vì Liệt truyện chỉ chép về truyện của các bậc Hoàng hậu. ..."
Nguyễn Nhược Thị Bích,Duy Tân,LIÊN_KẾT_TỚI,"Tháng 11 (âm lịch) năm Duy Tân thứ 3 (1909), Lễ tần Nguyễn Nhược thị hoăng thệ tại Huế, hưởng thọ 79 tuổi."
Nguyễn Nhược Thị Bích,Nguyễn Thị Cẩm,PHỐI_NGẪU_VỚI,"Hoàng trưởng tử Nguyễn Phúc Ưng Ái được giao cho Hoàng quý phi Vũ Thị Duyên nuôi dưỡng, còn hai Hoàng tử Ưng Kỷ được giao cho Thiện phi Nguyễn Thị Cẩm và Ưng Đăng giao cho Học phi Nguyễn Văn Thị Hương..."
Nguyễn Nhược Thị Bích,Hoàng thái hậu,LÀ_MẸ_CỦA,"Chính bởi vậy bà Tiệp dư được Tự Đức tin cậy, yêu mến, thường cho cùng đi trong những buổi vua đến vấn an mẹ và những cuộc trao đổi riêng với Hoàng thái hậu Từ Dụ về công việc trong triều, trong hoàng..."
Nguyễn Nhược Thị Bích,Kiến Phúc,LÀ_MẸ_CỦA,"Sau khi vua Tự Đức qua đời (1883), mọi ý chỉ sắc dụ của Lưỡng Tôn cung (chỉ Hoàng thái hậu Từ Dụ và Chính phi Trang Ý) đều do một tay bà soạn thảo.   === Chạy loạn === Trong thời kỳ ""tứ nguyệt tam vươ..."
Nguyễn Nhược Thị Bích,Vũ Thị Duyên,PHỐI_NGẪU_VỚI,"Hoàng trưởng tử Nguyễn Phúc Ưng Ái được giao cho Hoàng quý phi Vũ Thị Duyên nuôi dưỡng, còn hai Hoàng tử Ưng Kỷ được giao cho Thiện phi Nguyễn Thị Cẩm và Ưng Đăng giao cho Học phi Nguyễn Văn Thị Hương..."
Nguyễn Nhược Thị Bích,Tôn Thất Thuyết,LÀ_MẸ_CỦA,"Sau khi vua Tự Đức qua đời (1883), mọi ý chỉ sắc dụ của Lưỡng Tôn cung (chỉ Hoàng thái hậu Từ Dụ và Chính phi Trang Ý) đều do một tay bà soạn thảo.   === Chạy loạn === Trong thời kỳ ""tứ nguyệt tam vươ..."
Nguyễn Nhược Thị Bích,Tôn Thất Thuyết,NHIẾP_CHÍNH_CHO,"Phụ chính Tôn Thất Thuyết phải phò vua Hàm Nghi chạy ra Quảng Trị, bà hộ giá Tam cung chạy ra Quảng Trị (đoàn chỉ đến đây rồi trở lại Khiêm Lăng-Huế)."
Nguyễn Nhược Thị Bích,Hàm Nghi,NHIẾP_CHÍNH_CHO,"Phụ chính Tôn Thất Thuyết phải phò vua Hàm Nghi chạy ra Quảng Trị, bà hộ giá Tam cung chạy ra Quảng Trị (đoàn chỉ đến đây rồi trở lại Khiêm Lăng-Huế)."
Nguyễn Nhược Thị Bích,Phạm Thế Ngũ,LIÊN_KẾT_TỚI,"Phạm Thế Ngũ, Việt Nam văn học sử giản ước tân biên (Quyển 3)."
Nguyễn Nhược Thị Bích,Dục Đức,LÀ_MẸ_CỦA,"Sau khi vua Tự Đức qua đời (1883), mọi ý chỉ sắc dụ của Lưỡng Tôn cung (chỉ Hoàng thái hậu Từ Dụ và Chính phi Trang Ý) đều do một tay bà soạn thảo.   === Chạy loạn === Trong thời kỳ ""tứ nguyệt tam vươ..."
Gia Lâm (huyện),Nguyễn Sơn,LIÊN_KẾT_TỚI,"Trong thời kỳ Pháp thuộc còn xuất hiện những nhân vật như Đặng Phúc Thông, Lưỡng quốc tướng quân Nguyễn Sơn...   === Di tích === Gia Lâm là vùng đất với bề dày lịch sử gắn liền với quá trình dựng nước..."
Gia Lâm (huyện),Lê Ngọc Hân,LÀ_CON_CỦA,"Huyện Gia Lâm còn là quê hương của những danh nhân, danh tướng nổi tiếng như:  Nguyên phi Ỷ Lan hay còn gọi là Bà Tấm (người xã Dương Xá, (Gia Lâm) Công chúa Lê Ngọc Hân còn gọi là Ngọc Hân công chúa ..."
Gia Lâm (huyện),Trịnh Sâm,PHỐI_NGẪU_VỚI,"Đặng Thị Huệ, là một cung tần của chúa Trịnh Sâm, và là mẹ của vị chúa tiếp theo Trịnh Cán (người xã Phù Đổng, huyện Gia Lâm)."
Gia Lâm (huyện),Ngô Xương Ngập,LÀ_CON_CỦA,"Huyện Gia Lâm còn là quê hương của những danh nhân, danh tướng nổi tiếng như:  Nguyên phi Ỷ Lan hay còn gọi là Bà Tấm (người xã Dương Xá, (Gia Lâm) Công chúa Lê Ngọc Hân còn gọi là Ngọc Hân công chúa ..."
Gia Lâm (huyện),Nguyễn Huy Phan,LIÊN_KẾT_TỚI,"Nguyễn Huy Phan (1928 - 1997), người xã Dương Xá, huyện Gia Lâm."
Gia Lâm (huyện),Đào Liên Hoa,ĐỐI_THỦ_CỦA,"Đình làng Sủi ở xã Phú Sơn, Gia Lâm, Hà Nội thờ tướng nhà Đinh Đào Liên Hoa, có công dẹp loạn và mở mang đất hoang. Ông được Đinh Bộ Lĩnh phong làm Tây Vị Đại Vương rồi được cử đi Chánh sứ sang Trung ..."
Gia Lâm (huyện),Đinh Tiến Dũng,LIÊN_KẾT_TỚI,"Mới đây, Bí thư Thành ủy Hà Nội Đinh Tiến Dũng đã làm việc với huyện Gia Lâm về kết quả thực hiện nhiệm vụ chính trị."
Gia Lâm (huyện),Đinh Bộ Lĩnh,ĐỐI_THỦ_CỦA,"Đình làng Sủi ở xã Phú Sơn, Gia Lâm, Hà Nội thờ tướng nhà Đinh Đào Liên Hoa, có công dẹp loạn và mở mang đất hoang. Ông được Đinh Bộ Lĩnh phong làm Tây Vị Đại Vương rồi được cử đi Chánh sứ sang Trung ..."
Gia Lâm (huyện),Lý Thường Kiệt,LÀ_CON_CỦA,"Huyện Gia Lâm còn là quê hương của những danh nhân, danh tướng nổi tiếng như:  Nguyên phi Ỷ Lan hay còn gọi là Bà Tấm (người xã Dương Xá, (Gia Lâm) Công chúa Lê Ngọc Hân còn gọi là Ngọc Hân công chúa ..."
Gia Lâm (huyện),Nguyễn Mậu Tài,LIÊN_KẾT_TỚI,"Nguyễn Mậu Tài (1616 - 1688), người xã Phú Sơn, huyện Gia Lâm."
Gia Lâm (huyện),Đào Cử,LIÊN_KẾT_TỚI,"Đào Cử (1449 -?), người xã Dương Quang, huyện Gia Lâm."
Gia Lâm (huyện),Bắc Ninh,LIÊN_KẾT_TỚI,"Gia Lâm là một huyện cũ ngoại thành nằm ở phía Đông thành phố Hà Nội, Việt Nam.   == Vị trí địa lý == Huyện Gia Lâm có vị trí địa lý:  Phía đông giáp thị xã Thuận Thành, tỉnh Bắc Ninh và huyện Văn Lâm..."
Gia Lâm (huyện),Dương Xá,LÀ_CON_CỦA,"Huyện Gia Lâm còn là quê hương của những danh nhân, danh tướng nổi tiếng như:  Nguyên phi Ỷ Lan hay còn gọi là Bà Tấm (người xã Dương Xá, (Gia Lâm) Công chúa Lê Ngọc Hân còn gọi là Ngọc Hân công chúa ..."
Gia Lâm (huyện),Dương Xá,ĐỐI_THỦ_CỦA,"Các làng nghề truyền thống, làng nghề, nghề truyền thống, làng có nghề, nghề phụ tập trung ở huyện:  Làng nghề dát vàng, quỳ, sơn son thiếp vàng thôn Kiêu Kỵ (Kiêu Kỵ) Làng nghề vải vóc, thuốc bắc, mứ..."
Gia Lâm (huyện),Dương Đức Hiền,LIÊN_KẾT_TỚI,"Dương Đức Hiền (1916 - 1963) người xã Phú Sơn, huyện Gia Lâm."
Gia Lâm (huyện),Trịnh Cán,PHỐI_NGẪU_VỚI,"Đặng Thị Huệ, là một cung tần của chúa Trịnh Sâm, và là mẹ của vị chúa tiếp theo Trịnh Cán (người xã Phù Đổng, huyện Gia Lâm)."
Gia Lâm (huyện),Đặng Phúc Thông,LIÊN_KẾT_TỚI,"Song tỉ lệ đường đô thị trên địa bàn huyện còn thấp, một số tuyến đang xuống cấp nghiêm trọng, điểm hình như đường Hà Huy Tập, Đặng Phúc Thông, Ninh Hiệp, Dốc Lã, Đình Xuyên, Dương Hà, cầu Đuống và đư..."
Gia Lâm (huyện),Nguyễn Đức Quỳ,LIÊN_KẾT_TỚI,"Nguyễn Đức Quỳ (1914 - 1989), nguyên Thứ trưởng Bộ Văn hóa - người xã Dương Quang, huyện Gia Lâm."
Gia Lâm (huyện),Dương Quang,ĐỐI_THỦ_CỦA,"Các làng nghề truyền thống, làng nghề, nghề truyền thống, làng có nghề, nghề phụ tập trung ở huyện:  Làng nghề dát vàng, quỳ, sơn son thiếp vàng thôn Kiêu Kỵ (Kiêu Kỵ) Làng nghề vải vóc, thuốc bắc, mứ..."
Gia Lâm (huyện),Lý Thái Tông,LIÊN_KẾT_TỚI,"Cha ông làm Thái úy đời Lý Thái Tông[2], quê ở huyện Câu Lậu, Tế Giang (nay thuộc huyện Mỹ Văn, Hưng Yên), được vua ban quốc tính, vì mới có tên là Lý Thường Kiệt."
Gia Lâm (huyện),Đặng Thị Huệ,PHỐI_NGẪU_VỚI,"Đặng Thị Huệ, là một cung tần của chúa Trịnh Sâm, và là mẹ của vị chúa tiếp theo Trịnh Cán (người xã Phù Đổng, huyện Gia Lâm)."
Gia Lâm (huyện),Đặng Công Chất,LIÊN_KẾT_TỚI,"Đặng Công Chất (1622 - 1683), người xã Phù Đổng, huyện Gia Lâm."
Gia Lâm (huyện),Nguyễn Khiêm Ích,LIÊN_KẾT_TỚI,"Nguyễn Khiêm Ích 1679-1740), người xã Phú Sơn, huyện Gia Lâm."
Gia Lâm (huyện),Cao Bá Quát,LIÊN_KẾT_TỚI,Trên địa bàn huyện có nhiều trường bậc Trung học phổ thông như:  Trường THPT Yên Viên Trường THPT Dương Xá Trường THPT Nguyễn Văn Cừ Trường THPT Cao Bá Quát Trường THPT Lê Ngọc Hân Trường THPT Lý Thán...
Gia Lâm (huyện),Bùi Phùng,LIÊN_KẾT_TỚI,"Thượng tướng Bùi Phùng (1920 - 1999), Huân chương Hồ Chí Minh - người xã Đặng Xá, huyện Gia Lâm."
Gia Lâm (huyện),"Gia Lâm, Hà Nội",ĐỐI_THỦ_CỦA,"Đình làng Sủi ở xã Phú Sơn, Gia Lâm, Hà Nội thờ tướng nhà Đinh Đào Liên Hoa, có công dẹp loạn và mở mang đất hoang. Ông được Đinh Bộ Lĩnh phong làm Tây Vị Đại Vương rồi được cử đi Chánh sứ sang Trung ..."
Gia Lâm (huyện),"Gia Lâm, Hà Nội",LÀ_CHA_CỦA,"Lăng Chử Xá, xã Kim Đức, Gia Lâm, Hà Nội là nơi khai sinh ra Chử Đồng Tử, một trong Tứ bất tử của Phật giáo Việt Nam."
Gia Lâm (huyện),Trần Nhân Tông,LIÊN_KẾT_TỚI,Sự hình thành phát triển Thiền phái Trúc Lâm và Phật hoàng Trần Nhân Tông gắn liền với di tích Chùa Báo Ân (xã Dương Quang) nơi ngài chọn làm cứ địa để Hoằng Pháp cũng như quá trình hình thành tổ vị t...
Gia Lâm (huyện),Nguyễn Chế Nghĩa,LIÊN_KẾT_TỚI,"Lễ hội làng Kiêu Kỵ trong khuôn viên cụm di tích đình chùa nghè thôn Kiêu Kỵ, xã Kiêu Kỵ nhằm suy tôn Nguyễn Chế Nghĩa một vị tướng đời Trần."
Gia Lâm (huyện),Đinh Tiên Hoàng,ĐỐI_THỦ_CỦA,"Đình thờ hai anh em sinh đôi Cao Điền và Cao Đỗ (con ông Cao Trạch và bà Lê thị), có công giúp Đinh Tiên Hoàng dẹp loạn 12 sứ quân và đánh giặc Chiêm Thành."
Gia Lâm (huyện),Nguyễn Huy Nhuận,LIÊN_KẾT_TỚI,"Nguyễn Huy Nhuận (1678 - 1758), người xã Phú Sơn, huyện Gia Lâm."
Gia Lâm (huyện),Ngô Xuân Quảng,LIÊN_KẾT_TỚI,"Anh hùng Liệt sĩ Ngô Xuân Quảng (1945-1972), người xã Yên Viên, huyện Gia Lâm.   == Giao thông == Các tuyến giao thông chính:  Quốc lộ 1 (mới) Quốc lộ 1 (cũ) Quốc lộ 3 Quốc lộ 5 Quốc lộ 17 (đoạn qua h..."
Gia Lâm (huyện),Đặng Xá,ĐỐI_THỦ_CỦA,"Các làng nghề truyền thống, làng nghề, nghề truyền thống, làng có nghề, nghề phụ tập trung ở huyện:  Làng nghề dát vàng, quỳ, sơn son thiếp vàng thôn Kiêu Kỵ (Kiêu Kỵ) Làng nghề vải vóc, thuốc bắc, mứ..."
Võ Xuân Cẩn,Nam Kỳ,LIÊN_KẾT_TỚI,"Tại đây, năm 1835, ông được vua Minh Mạng khen rằng:  Tổng đốc Bình Phú Võ Xuân Cẩn từ khi nhậm chức tới nay thì Nam Kỳ luôn năm có việc."
Võ Xuân Cẩn,Lê Văn Duyệt,LIÊN_KẾT_TỚI,"Trong quãng đời làm quan của ông, có hai việc làm nổi bật, đó là: Xin phép thực hiện việc quân điền tại Bình Định; dâng sớ xin gia ơn cho con cháu thái tử Nguyễn Phúc Cảnh và xin bổ dùng con cháu Nguy..."
Võ Xuân Cẩn,Lê Chất,LIÊN_KẾT_TỚI,"Trong quãng đời làm quan của ông, có hai việc làm nổi bật, đó là: Xin phép thực hiện việc quân điền tại Bình Định; dâng sớ xin gia ơn cho con cháu thái tử Nguyễn Phúc Cảnh và xin bổ dùng con cháu Nguy..."
Võ Xuân Cẩn,Minh Mạng,LIÊN_KẾT_TỚI,"Năm đầu Minh Mạng (1820), Võ Xuân Cẩn làm hiệp trấn Sơn Nam, sau về kinh đô Huế làm tả tham tri bộ Hình."
Võ Xuân Cẩn,Tự Đức,PHỐI_NGẪU_VỚI,"Võ Xuân Cẩn (chữ Hán: 武春謹, 10/9/1772 - 1852), là một đại thần nhà Nguyễn trong lịch sử Việt Nam. Ông là cha vợ của vua Tự Đức, con gái ông là hoàng hậu Võ Thị Duyên, là một trong 3 người phụ nữ hoàng ..."
Võ Xuân Cẩn,Tự Đức,LÀ_CHA_CỦA,"Bà họ Trần sinh ra con gái thứ là Võ Thị Duyên, sau này làm vợ vua Tự Đức tức Lệ Thiên Anh hoàng hậu (tước hiệu được phong sau khi mất)."
Võ Xuân Cẩn,Nguyễn Phúc Cảnh,LIÊN_KẾT_TỚI,"Trong quãng đời làm quan của ông, có hai việc làm nổi bật, đó là: Xin phép thực hiện việc quân điền tại Bình Định; dâng sớ xin gia ơn cho con cháu thái tử Nguyễn Phúc Cảnh và xin bổ dùng con cháu Nguy..."
Võ Xuân Cẩn,Nguyễn Văn Thành,LIÊN_KẾT_TỚI,"Trong quãng đời làm quan của ông, có hai việc làm nổi bật, đó là: Xin phép thực hiện việc quân điền tại Bình Định; dâng sớ xin gia ơn cho con cháu thái tử Nguyễn Phúc Cảnh và xin bổ dùng con cháu Nguy..."
Võ Xuân Cẩn,Đồng Khánh,LIÊN_KẾT_TỚI,"Năm Ất Dậu (1885), vua Đồng Khánh gia phong Võ Xuân Cẩn làm  Lệ Quốc công."
Võ Xuân Cẩn,Võ Thị Duyên,PHỐI_NGẪU_VỚI,"Võ Xuân Cẩn (chữ Hán: 武春謹, 10/9/1772 - 1852), là một đại thần nhà Nguyễn trong lịch sử Việt Nam. Ông là cha vợ của vua Tự Đức, con gái ông là hoàng hậu Võ Thị Duyên, là một trong 3 người phụ nữ hoàng ..."
Võ Xuân Cẩn,Võ Thị Duyên,LÀ_CHA_CỦA,"Bà họ Trần sinh ra con gái thứ là Võ Thị Duyên, sau này làm vợ vua Tự Đức tức Lệ Thiên Anh hoàng hậu (tước hiệu được phong sau khi mất)."
Võ Xuân Cẩn,Thiệu Trị,LIÊN_KẾT_TỚI,"Thiệu Trị năm thứ nhất (1841), thăng ông thự Đông các đại học sĩ, lĩnh Hình bộ thượng thư như trước, rồi gia hàm thái tử thái bảo."
